"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
98.2,760,0.0,0.0,,,,
89.9,760,0.03,0.25,,,,
86.0,760,0.051,0.337,,,,
84.0,760,0.07,0.387,,,,
83.5,760,0.079,0.418,,,,
81.5,760,0.116,0.446,,,,
80.5,760,0.142,0.482,,,,
80.0,760,0.15,0.49,,,,
79.4,760,0.194,0.508,,,,
78.8,760,0.206,0.513,,,,
78.5,760,0.218,0.521,,,,
77.0,760,0.361,0.556,,,,
76.7,760,0.434,0.577,,,,
76.3,760,0.479,0.587,,,,
75.6,760,0.551,0.602,,,,
75.7,760,0.593,0.615,,,,
75.7,760,0.651,0.632,,,,
75.7,760,0.665,0.629,,,,
76.3,760,0.773,0.675,,,,
76.5,760,0.789,0.691,,,,
76.6,760,0.833,0.704,,,,
77.3,760,0.877,0.748,,,,
78.3,760,0.921,0.809,,,,
80.5,760,0.973,0.93,,,,
80.7,760,0.979,0.942,,,,
82.3,760,1.0,1.0,,,,
