"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,12.334,0.0,0.0,,,,
313.15,12.247,0.0904,0.0802,,,,
313.15,12.142,0.1549,0.1342,,,,
313.15,12.016,0.2074,0.1764,,,,
313.15,11.876,0.2777,0.2312,,,,
313.15,11.73,0.3328,0.2732,,,,
313.15,11.476,0.417,0.3364,,,,
313.15,11.334,0.4629,0.3709,,,,
313.15,11.11,0.5223,0.4162,,,,
313.15,10.894,0.5779,0.4598,,,,
313.15,10.566,0.6491,0.5188,,,,
313.15,10.224,0.7123,0.5757,,,,
313.15,9.974,0.7572,0.6201,,,,
313.15,9.554,0.8235,0.6944,,,,
313.15,9.354,0.8493,0.7272,,,,
313.15,8.439,0.9531,0.8944,,,,
313.15,7.894,1.0,1.0,,,,
